sagen_s36_f0	`` Es ist wirklich schwer zu sagen , welche Positionen er einnimmt , da er sich noch nicht konkret geäußert hat '' , beklagen Volkswirte . 
sagen_s48_f0	`` Die Frage ist nur '' , meint ein Finanzexperte , `` ob erkeywordtag ins Weiße Haus einziehen kann , ohne unskeywordtag vorher zu sagen , was er eigentlich machen will . '' 
sagen_s130_f1	FR : Siekeywordtag sagen in Ihrem Buch über die Republikaner ( `` Die , Republikaner - Profile einer Rechtsaußenpartei '' ) , Verbote , Ausgrenzung und Ignorieren seien nicht die richtigen Strategien , und Siekeywordtag 	sagen 	, Information und Diskussion müßten angeboten werden . 
sagen_s30213_f0	Die Situation sei völlig außer Kontrolle geraten , 	sagte 	der Präsident der Gewerkschaft der Strafvollzugsbeamten . 
sagen_s30269_f0	`` Oskar , manches hat bitter wehgetan '' , 	sagt 	erkeywordtag . 
sagen_s30284_f0	`` Sie braucht Klarheit , auch personelle Klarheit '' , 	sagt 	erkeywordtag . 
sagen_s30294_f0	Erkeywordtag 	sagt 	, daß Scharping ihre Unterredung vom Morgen in `` fairer Weise '' wiedergegeben habe und daß auch er es für besser halte , `` wenn der Parteitag hier Klarheit schafft '' . 
sagen_s30299_f0	Da kommt einer und hält eine halbstündige Rede , und die Delegierten 	sagen 	: Dann nehmen wir doch mal den ! 
sagen_s30370_f0	Gegen eine Festlegung auf das Zahlenwerk des Kongresses wehrt der Präsident sich deshalb so heftig , weilkeywordtag ihre Verwirklichung und Anwendung `` eine Art von Einschnitten bei der Gesundheitsversorgung , der Erziehung , dem Umweltschutz und eine Steuererhöhung für die arbeitenden Menschen '' verlangekeywordtag , die er ablehne , 	sagte 	Clintonkeywordtag . 
sagen_s30532_f0	Durch eine verbesserte Analyse sei es dem Landesrechnungshof gelungen , `` Ansichten eines Korruptionsgeflechtes in Hessen freizulegen , das noch bis vor kurzem in Deutschland nicht für möglich gehalten wurde '' , 	sagte 	Müllerkeywordtag . 
sagen_s30572_f0	`` Meine Billigung wird er nicht bekommen '' , 	sagte 	der Sozialisten-Führer Lionel Jospin , der eine `` einseitige '' Belastung von Rentnern , Arbeitslosen und Familien beklagte . 
sagen_s30608_f0	`` Da habe ichkeywordtag Lafontainekeywordtag angerufen und 	gesagt 	, ob er will , daß die Ost-SPD-Leute allein die Dresche beziehen . 
sagen_s30610_f0	Das sah er auch irgendwie ein '' , 	sagte 	Gysikeywordtag . 
sagen_s30624_f0	Vor dem Untersuchungsausschuß des niedersächsischen Landtags 	sagte 	der für Staatsschutz und Aufklärung zuständige Beamte am Donnerstag , die Gewalt der Jugendlichen habe sich erst an Ort und Stelle entwickelt und sei vom Verhalten der Polizei und der Medien mitgeprägt worden . 
sagen_s30677_f0	Bis es soweit ist , gilt noch das sozialdemokratische Führungsprinzip an der Saar , das ein Spitzengenosse so beschrieb : `` Wenn Oskarkeywordtag 	sagt 	, da ist eine Furt , da müssen wir durch , dann gehen wir da durch ! '' 
sagen_s30684_f0	`` Leider gibt es in der Tat eine Reihe von Unternehmen , die mit Schmiergeldzahlungen an öffentliche Aufträge gelangt sind '' , 	sagte 	erkeywordtag bei einer vom BVMB veranstalteten Tagung . 
sagen_s30690_f0	Zu prüfen sei ferner , ob der heutige straf- und ordnungsgesetzliche Rahmen ausreiche , 	sagte 	Thobenkeywordtag . 
sagen_s30707_f0	CDU-Generalsekretär Peter Hintze 	sagte 	in Bonn , mit dieser Wahl habe die SPD die politische Mitte verlassen . 
sagen_s30719_f0	Die Parteisprecherin der Bündnisgrünen , Krista Sager , 	sagte 	der FR , natürlich finde die SPD mit Lafontaine eher zu einer selbstbewußten Opposition gegen die Regierung Kohl zurück . 
sagen_s30725_f0	Gregor Gysi ( PDS ) 	sagte 	der FR , Lafontaine erkenne besser als Scharping , daß die Wähler von SPD , Bündnisgrünen und PDS `` irgendwann einmal massiv Druck entfalten werden , die Mehrheit links von Union und FDP auch zu nutzen '' . 
sagen_s30748_f0	Vogel und der sachsen-anhaltinische Ministerpräsident Reinhard Höppner 	sagten 	, sie hofften , daß die Personalquerelen nun `` endlich beendet '' seien . 
sagen_s30753_f0	Lafontainekeywordtag 	sagte 	, er selbst wolle Ministerpräsident im Saarland bleiben . 
sagen_s30826_f0	Das Abkommen werde Rußland den Zugang zu den internationalen Finanzmärkten öffnen und Vertrauen bei Investoren schaffen , 	sagte 	erkeywordtag weiter . 
sagen_s30938_f0	Aber solange sein Horn auf chinesischen Märkten als Potenzmittel und in den arabischen Emiraten als Dolchgriff begehrt ist , schreckt das Handelsverbot nicht : `` Ein Kilogramm Nasenhorn wird doppelt mit Gold aufgewogen '' , 	sagt 	Schmidtkeywordtag . 
sagen_s30953_f1	`` Es gibt Biologenkeywordtag , die 	sagen 	, diese Tiere sind 40 Millionen Jahre alt , laßt sie jetzt in Würde aussterben '' , sagt Schmidtkeywordtag . 
sagen_s30961_f0	`` Auch viele Forscher haben noch kein Java-Nashorn gesehen '' , 	sagt 	Schmidtkeywordtag , `` das sind Schätzungen : 
sagen_s30991_f0	Der stellvertretende Vorsitzende der CSU-Landesgruppe im Bundestag , Otto Regenspurger , 	sagte 	am Freitag in Bonn , es sei schlechter Stil , wenn die FDP als Regierungspartei die Abwesenheit des Bundeskanzlers dazu benutze , an seiner Auslandsreise herumzumäkeln . 
sagen_s31112_f0	Junge Soldaten hätten sowieso nichts zu tun , 	sagte 	ein Sprecher . 
sagen_s31141_f0	Stattdessen hätten sie `` konkrete Themen '' der Abrüstung beraten sollen , 	sagte 	Bourgoiskeywordtag in seiner Rede vor dem Ausschuß . 
sagen_s31159_f0	In einer vom staatlichen Rundfunk und Fernsehen übertragenen Pressekonferenz in Algier 	sagte 	Benmansourkeywordtag , die Wahlbeteiligung liege bei 74,92 Prozent . 
sagen_s31166_f0	Dagegen 	sagte 	Benmansourkeywordtag , die Abstimmung sei `` in aller Freiheit und Souveränität '' verlaufen . 
sagen_s31202_f0	`` Die Verbraucher dürfen nicht länger verunsichert sein '' , 	sagte 	Jens Gerstenkorn , Direktor beim Essener Warenhauskonzern Karstadt in Köln bei einem Kolloquium der Bundesarbeitsgemeinschaft der Mittel- und Großbetriebe des Einzelhandels ( BAG ) zur Bekämpfung der Erwerbstätigkeit von Minderjährigen . 
sagen_s31206_f0	`` Kinderarbeit bedeutet auch Selbständigkeit und soziale Anerkennung für die Kinder , die zum Unterhalt der Familie beitragen '' , 	sagte 	Elisabeth D'Hondt vom Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung . 
sagen_s31249_f0	`` Wir haben Dolores ( das Abbauprogramm , die Red. ) schon hinter uns '' , und `` wir investieren massiv '' , 	sagte 	Vorstand Werner Heinzmann . 
sagen_s31258_f0	In den vergangenen drei Jahren seien sie jeweils im Computer in mindestens einer Schicht als Diensthabende geführt worden , obwohl sie gar nicht gearbeitet hätten , 	sagte 	Justizsprecher Rüdiger Reiff am Freitag . 
sagen_s31283_f0	Vor mehreren tausend Studenten der Universität in Hanoi 	sagte 	Kohlkeywordtag : `` Wir sind gerne bereit , Sie auf Ihrem gewiß nicht leichten Weg nach Kräften zu unterstützen . '' 
sagen_s31385_f0	Die schwierigsten Fragen blieben aber noch zu klären , 	sagte 	Izetbegovickeywordtag . 
sagen_s31387_f0	Je höher man komme , desto gefährlicher würden die Felsvorsprünge , 	sagte 	Izetbegovickeywordtag in der Nacht zum Freitag im bosnischen Rundfunk . 
sagen_s31392_f0	US-Außenminister Warren Christopher werde bereits am heutigen Freitag aus Japan nach Dayton zurückkehren , 	sagte 	sein Sprecher . 
sagen_s31401_f0	Zu den internationalen Sanktionen gegen Jugoslawien 	sagte 	US-Außenamtssprecher Nicholas Burns , sie würden bei einem möglichen Friedensschluß für Bosnien nicht automatisch aufgehoben . 
sagen_s31414_f0	Chefankläger Richard Goldstone 	sagte 	in Washington , er sei optimistisch , daß beide vor dem internationalen Gericht erscheinen werden . 
sagen_s31419_f0	Der Anwalt von Claudia Schneider , Martin Raskin , 	sagte 	in der Nacht zum Freitag in Miami im US-Bundesstaat Florida , die Schneiders würden illegal festgehalten . 
sagen_s31495_f0	Clintonkeywordtag 	sagte 	, wenn das Etatproblem dadurch gelöst werden könne , werde er sich bei Gingrich entschuldigen . 
sagen_s31496_f0	Präsidentensprecher Mike McCurry 	sagte 	, vielleicht könne organisiert werden , daß Gingrich ein paar Bonbons mit dem Präsidentensiegel zugeschickt werden . 
sagen_s31501_f0	Kohlkeywordtag 	sagte 	am Freitag in Hanoi , er habe der vietnamesischen Führung deutlich gemacht , daß die korrekte Umsetzung des Vertrages ein sehr wichtiges Element der Beziehungen beider Länder sei . 
sagen_s31515_f0	Das entsprechende Abkommen solle jedoch erst unterzeichnet werden , wenn auch eine Friedenslösung für Bosnien gefunden und ein Ende der internationalen Sanktionen gegen Jugoslawien ( Serbien und Montenegro ) beschlossen sei , 	sagte 	Tudjmankeywordtag in einer am Freitag im Fernsehen übertragenen Rede . 
sagen_s31525_f0	Sie sind ein Schaukasten mexikanischer Mentalität , besserkeywordtag 	gesagt 	derkeywordtag Mentalitätkeywordtag ihrer Fahrer . 
sagen_s31540_f0	Doch zur Ehrenrettung mexikanischer Taxifahrer muß 	gesagt 	werden , daß insgesamt relativ wenig passiert . 
sagen_s31891_f2	`` Hier wird das Geld verdient , das die in Lissabon ausgeben '' , sagt der Barmann beim Begrüßungstrunk im Hotel , sagt die Führerin in der Portweinkellerei , 	sagt 	der Schuhputzer auf der Avenida - `` und außerdem sind wir in dieser Saison wieder Fußballmeister geworden '' . 
sagen_s32105_f0	Abzulesen ist das auch an dem von ihm gezielt geplanten ökologischen Erziehungsprogramm ( daskeywordtag gezielt geplante , wiekeywordtag 	gesagt 	, nicht das kraft gesellschaftspolitischer Prozesse entstandene ) . 
sagen_s32178_f0	Mankeywordtag möchte 	sagen 	: ganz kolossal . 
sagen_s32185_f0	Mankeywordtag könnte 	sagen 	: ganz kolossal . 
sagen_s32269_f0	So schön 	sagte 	eskeywordtag , 1913 , der Architekt Friedrich Seeßelberg . 
sagen_s32838_f0	Selbst wenn es Krebs nicht gäbe , läge die Lebenserwartung der Deutschen insgesamt nur zwei Jahre höher , 	sagte 	der Heidelberger Krebsforscher Harald zur Hausen . 
sagen_s32863_f0	`` Ärzte wissen oft nicht '' , 	sagte 	Spiegelkeywordtag , `` wie wichtig sie für die Patienten als Mensch sind und nicht als Techniker . '' 
sagen_s32865_f0	`` Meine Hoffnung ist '' , 	sagte 	der US-Amerikaner in Düsseldorf , `` daß Ärzte die Alternativmedizin als Herausforderung annehmen , um das Unkonventionelle konventionell zu machen , wenn es gut ist . '' 
sagen_s32874_f0	`` Es ist ein furchtbarer Fehler , wenn Ärzte immer nur heilen wollen '' , 	sagte 	Spiegelkeywordtag , die Todesrate liege letztendlich `` bei jedem Menschen immer bei 100 Prozent '' , und setzte sich für eine stärkere Wertigkeit von Betreuung und Hilfe ein . 
sagen_s32932_f0	`` Wenn mir eine Ernte kaputtgeht , dann wird es schlimm '' , 	sagt 	Bauer Qin Qunzhu im Dorf Xiao Zhang im Kreis Binxian . 
sagen_s32953_f0	`` Wir glauben nicht , daß die sozialen Aufgaben von den Betrieben geleistet werden müssen , sondern von der Gesellschaft '' , 	sagt 	Mo Xiaoping , Manager der Wanxiang-Gruppe in Hangzhou , einem Kollektiv mit rund 60 Unternehmen und 35 000 Beschäftigten . 
sagen_s33545_f0	`` Es ärgert uns , daß das Amt schlechter mißt als unsere externen Prüfer '' , 	sagt 	Sprecher Norbert Schäfer . 
sagen_s33562_f0	`` Wir überprüfen derzeit , woher die Abweichungen beim BAPT rühren '' , 	sagt 	Firmensprecher Schäfer . 
sagen_s33568_f0	Flexibler solle die Nato werden , schlanker und effektiver , 	sagte 	Rühekeywordtag am Freitag auf der Kommandeurtagung in München , die sich vorwiegend mit den Personalproblemen der Bundeswehr befaßte . 
sagen_s33572_f0	Bisher sei das Bündnis in seinen Strukturen zu statisch und zu sehr auf die Verteidigung Mitteleuropas beschränkt , um neue Mitglieder integrieren und Konflikte außerhalb der Mitte Europas bewältigen zu können , 	sagte 	Rühekeywordtag vor den 500 Generälen und Admirälen . 
sagen_s33579_f0	Den Verhandlungen stehe vor einem Erfolg noch ein `` dramatisches Ringen bevor '' , 	sagte 	Rühekeywordtag vor Journalisten . 
sagen_s33601_f0	Ein Sprecher der Staatsanwaltschaft 	sagte 	am Freitag der FR , daß `` noch '' gegen niemanden ermittelt werde . 
sagen_s33624_f0	`` Diese Ankündigung war der Ausländerbehörde aber zu unverbindlich , um die Abschiebung auszusetzen '' , 	sagte 	Behördenchef Dieter Trappmann der FR . 
sagen_s33645_f0	Damit seien seine alten `` Positionen eines Flügelmannes '' nicht mehr vereinbar , 	sagte 	Rühekeywordtag in München . 
sagen_s33656_f0	Es sei `` eine Schamlosigkeit von Herrn Lafontaine , sich mit solchen Leuten zu Bündnisgesprächen zu treffen '' , 	sagte 	Hintzekeywordtag . 
sagen_s33661_f0	Der stellvertretende CDU-Vorsitzende und Oppositionsführer in Sachsen-Anhalt , Christoph Bergner , 	sagte 	, der neue Parteichef Lafontaine sei in Ostdeutschland eine `` fragwürdige Symbolfigur '' , weil er 1990 eine `` Entsolidarisierungsdebatte losgetreten '' habe . 
sagen_s33767_f0	`` Die Lage ist völlig außer Kontrolle , es herrscht das totale Chaos '' , 	sagte 	ein Vollzugsbeamter . 
sagen_s33815_f0	So offen 	sagt 	der fromme Mann daskeywordtag nicht , jedenfalls nicht bei offiziellen Terminen . 
sagen_s33823_f0	`` So verhält man sich nicht gegenüber einer Schwesterkirche '' , 	sagt 	erkeywordtag und verspricht , wenn die Abwerbungsversuche aufhörten , auch den Papst treffen zu wollen . 
sagen_s33889_f0	Der stellvertretende Präses der Synode , der Oranienburger Udo Semper , hatte vor der Synode 	gesagt 	: `` Eine Klage in Karlsruhe ist eine Klage gegen mich . '' 
sagen_s33899_f0	Religionsfreiheit sei ein unveräußerliches Recht , 	sagte 	der Berliner Richter Joachim Klasse . 
sagen_s33912_f0	Bestrebungen , das Paragraphenwerk zu ändern oder zu erweitern , wären gefährlich , 	sagte 	der für Wirtschaft und Finanzen zuständige EU-Kommissar Yves-Thibault de Silguy auf dem fünften `` Frankfurt European Banking Congress '' . 
sagen_s33921_f0	Auf der seit 1991 jährlich in Frankfurt stattfindenden Großveranstaltung , die diesmal unter dem Motto `` Europa am Scheideweg '' stand , 	sagte 	Dresdner-Bank-Chef Jürgen Sarrazin , einer guten Idee wie der europäischen Einigung könne die öffentliche Auseinandersetzung nicht schaden . 
sagen_s33945_f0	Safranskikeywordtag 	sagt 	, sein Buch habe `` das Interesse an Heidegger insgesamt wieder so geweckt ... , daß Ettingers Buch davon nur profitieren kann '' . 
sagen_s33969_f0	`` Europa ist nicht nur ein Markt , sondern auch ein soziales Modell '' , 	sagt 	Gabagliokeywordtag , aber die Bereitschaft der Mitgliedstaaten , das vertraglich zu fixieren , ist gedämpft . 
sagen_s33973_f0	`` Die einen wollen auf keinen Fall mehr Kompetenz für Europa , die anderen wollen auf keinen Fall mehr zahlen '' , 	sagt 	der CDU-Abgeordnete Elmar Brok , der für das europäische Parlament in der Vorbereitungsgruppe der Regierungskonferenz sitzt . 
sagen_s33992_f0	`` Wir haben der ganzen Welt gezeigt , daß wir Demokraten sind '' , 	sagte 	ein alter Gemüsehändler . 
sagen_s34060_f0	Die Menschen in Rußland sähen es als `` eine Gefahr '' an , wenn sich das westliche Militärbündnis auf Gebiete ausweite , die `` an oder sogar in Rußland liegen '' , 	sagte 	erkeywordtag bei seinem Deutschland-Besuch . 
sagen_s34727_f0	`` Mann , bin ich gut '' , soll Georgekeywordtag in Venedig 	gesagt 	haben , wo er den Darstellerpreis erhielt . 
sagen_s34743_f0	`` Er verdirbt ganz '' , 	sagt 	erkeywordtag dann wieder komplicenhaft lächelnd und schaut kurz zum Stenografen ( Pierre Franckh ) rüber . 
sagen_s34770_f0	`` Wenn sich überhaupt einer beklagen könnte , dann ich '' , 	sagt 	er , der lange Klinken putzen mußte , um sein Projekt überhaupt finanziert zu bekommen , und dabei überall , zumal bei deutschen Verleihern , nur auf gelangweilte Gesichter stieß . 
sagen_s34870_f0	So redete sich Kaltenbrunner , `` einer , der seine Karriere auf Leichenbergen begründet hatte , damit heraus , daß erkeywordtag 	sagte 	, er hätte doch immer so viel mit der Verkehrspolitik zu tun gehabt . 
sagen_s35127_f0	Wenn junge Leute die Arbeit in den Gremien erleben , wenden siekeywordtag sich `` mit Grausen '' und 	sagen 	: `` Nie wieder '' . 
sagen_s35140_f0	Er könne sich vorstellen , 	sagte 	erkeywordtag in Berlin , daß es langfristig nur noch fünf Gewerkschaften gebe , wobei zwei für den Diensleistungssektor zuständig wären . 
